Points,Fitness,Visibility,Time
10,436.796,0.997983,2975960045
10,328.574,0.821373,4080827521
10,406.491,0.98778,4327614853
10,329.859,0.927719,4320623221
10,327.94,0.830192,3948261784
10,552.52,0.998444,4615389237
10,505.976,0.999827,2927347836
10,297.659,0.998674,2359315912
10,783.394,0.826099,3216784011
10,476.077,0.918036,2842349880
10,189.387,0.82829,2264480534
10,377.632,0.931754,2704397102
10,1094.65,0.991527,2900522192
10,613.533,0.941207,2602948197
10,505.987,0.999193,2717011991
10,601.265,0.930601,3025188379
10,850.249,0.922301,2740424080
10,461.203,0.999251,2868435586
10,412.62,0.999827,2644669721
10,546.942,0.995908,2836593484
10,404.083,0.922243,2844976612
10,252.401,0.937921,2705047290
10,790.836,0.930486,3085914335
10,581.868,0.99902,2791145806
10,646.458,0.999827,3405158329
10,481.35,0.940573,5272791003
10,299.546,0.994005,4480283236
10,284.474,0.930082,3258569305
10,438.259,0.998156,3108836645
10,539.974,0.829385,2980290417
10,490.548,0.827656,2699220200
10,413.984,0.992046,2329383347
10,320.774,0.856591,2572124237
10,348.627,0.995562,2445556664
10,376.01,0.998732,2563824758
10,898.327,0.840567,3209973608
10,844.057,0.999251,3252736133
10,427.397,0.999654,2581314733
10,661.97,0.829616,3025363689
10,731.068,0.999539,2508688038
10,683.547,0.928468,2745313185
10,338.063,0.869099,2754764143
10,385.016,0.928353,3127290607
10,565.379,0.829673,2341355575
10,262.026,0.999481,2689258843
10,505.111,0.831057,2420405530
10,435.918,0.93723,2866820282
10,437.95,0.828578,2197568646
10,793.076,0.998732,2468001622
10,682.608,0.997694,2552322323
10,573,0.983976,2569106112
10,668.979,0.984264,2473131058
10,425.946,0.932849,2699171378
10,384.223,0.981901,2520289489
10,401.399,0.997867,2577424403
10,735.911,0.928411,2163425919
10,360.237,0.930082,2436918373
10,728.665,0.998847,2492932111
10,523.834,0.943397,2331009804
10,389.939,0.998156,2056174512
10,373.367,0.829097,2210881474
10,377.205,0.915903,1970369087
10,218.685,0.931466,2269345921
10,410.169,0.952504,2370741404
10,539.262,0.999135,2652601845
10,342.528,0.930255,2323196548
10,376.651,0.999078,2129689455
10,473.399,0.999481,2347268178
10,546.025,0.998328,2532578852
10,469.764,0.928757,2434267148
